Year,Month,Monthly_Anomaly,Monthly_Uncertainty,Annual_Anomaly,Annual_Uncertainty,FiveYear_Anomaly,FiveYear_Uncertainty,TenYear_Anomaly,TenYear_Uncertainty,TwentyYear_Anomaly,TwentyYear_Uncertainty
1875,5,-0.346,0.179,-0.409,0.097,-0.325,0.082,-0.29,0.07,-0.309,0.067
1875,6,-0.348,0.176,-0.424,0.099,-0.318,0.082,-0.291,0.071,-0.31,0.067
1875,7,-0.294,0.183,-0.417,0.097,-0.313,0.082,-0.292,0.071,-0.311,0.067
1875,8,-0.321,0.21,-0.411,0.097,-0.306,0.081,-0.291,0.071,-0.311,0.066
1875,9,-0.344,0.19,-0.4,0.096,-0.292,0.081,-0.293,0.071,-0.312,0.066
1875,10,-0.258,0.17,-0.394,0.096,-0.279,0.081,-0.292,0.071,-0.313,0.065
1875,11,-0.608,0.228,-0.413,0.096,-0.275,0.08,-0.291,0.072,-0.313,0.065
1875,12,-0.48,0.219,-0.416,0.095,-0.27,0.079,-0.288,0.072,-0.312,0.065
1876,1,-0.412,0.258,-0.409,0.097,-0.265,0.078,-0.284,0.073,-0.315,0.065
1876,2,-0.372,0.204,-0.411,0.097,-0.261,0.078,-0.281,0.073,-0.316,0.064
1876,3,-0.373,0.162,-0.419,0.097,-0.255,0.078,-0.28,0.074,-0.317,0.064
1876,4,-0.363,0.182,-0.427,0.098,-0.252,0.077,-0.279,0.074,-0.317,0.064
1876,5,-0.573,0.208,-0.421,0.101,-0.246,0.077,-0.277,0.074,-0.317,0.064
1876,6,-0.386,0.163,-0.433,0.105,-0.245,0.077,-0.279,0.074,-0.318,0.063
1876,7,-0.208,0.206,-0.418,0.113,-0.243,0.075,-0.279,0.074,-0.319,0.063
1876,8,-0.354,0.223,-0.4,0.111,-0.243,0.075,-0.279,0.073,-0.32,0.063
1876,9,-0.432,0.183,-0.371,0.11,-0.233,0.075,-0.278,0.073,-0.321,0.062
1876,10,-0.354,0.171,-0.357,0.108,-0.232,0.075,-0.278,0.073,-0.321,0.062
1876,11,-0.54,0.223,-0.323,0.105,-0.231,0.075,-0.277,0.073,-0.323,0.062
1876,12,-0.616,0.2,-0.301,0.107,-0.228,0.074,-0.275,0.073,-0.325,0.062
1877,1,-0.238,0.244,-0.279,0.106,-0.227,0.074,-0.271,0.072,-0.328,0.062
1877,2,-0.153,0.197,-0.235,0.107,-0.228,0.074,-0.267,0.072,-0.329,0.062
1877,3,-0.023,0.169,-0.189,0.109,-0.23,0.074,-0.265,0.072,-0.33,0.062
1877,4,-0.205,0.171,-0.147,0.108,-0.227,0.072,-0.265,0.072,-0.331,0.061
1877,5,-0.163,0.177,-0.089,0.106,-0.224,0.072,-0.266,0.072,-0.331,0.061
1877,6,-0.124,0.186,-0.046,0.106,-0.227,0.073,-0.266,0.071,-0.332,0.061
1877,7,0.065,0.197,-0.029,0.106,-0.226,0.072,-0.268,0.071,-0.332,0.061
1877,8,0.173,0.232,0.012,0.108,-0.227,0.073,-0.269,0.071,-0.333,0.061
1877,9,0.118,0.198,0.057,0.109,-0.224,0.074,-0.269,0.071,-0.334,0.061
1877,10,0.145,0.173,0.095,0.109,-0.222,0.074,-0.271,0.071,-0.335,0.06
1877,11,0.163,0.19,0.1,0.111,-0.22,0.075,-0.271,0.071,-0.338,0.061
1877,12,-0.108,0.228,0.114,0.108,-0.22,0.075,-0.272,0.071,-0.339,0.061
1878,1,-0.026,0.213,0.116,0.109,-0.22,0.076,-0.273,0.071,-0.338,0.061
1878,2,0.332,0.238,0.106,0.105,-0.218,0.076,-0.276,0.071,-0.338,0.061
1878,3,0.524,0.182,0.092,0.106,-0.219,0.075,-0.274,0.071,-0.339,0.061
1878,4,0.245,0.169,0.074,0.107,-0.221,0.076,-0.273,0.07,-0.34,0.061
1878,5,-0.095,0.194,0.059,0.104,-0.214,0.077,-0.273,0.07,-0.341,0.061
1878,6,0.044,0.172,0.056,0.098,-0.21,0.077,-0.272,0.07,-0.341,0.06
1878,7,0.085,0.197,0.045,0.097,-0.205,0.078,-0.273,0.069,-0.343,0.06
1878,8,0.051,0.19,-0.006,0.099,-0.203,0.078,-0.274,0.068,-0.343,0.06
1878,9,-0.05,0.192,-0.06,0.099,-0.199,0.078,-0.274,0.068,-0.344,0.06
1878,10,-0.077,0.177,-0.109,0.097,-0.194,0.078,-0.275,0.068,-0.344,0.06
1878,11,-0.009,0.179,-0.125,0.095,-0.186,0.078,-0.276,0.067,-0.343,0.059
1878,12,-0.148,0.168,-0.146,0.095,-0.186,0.078,-0.277,0.068,-0.343,0.059
1879,1,-0.15,0.205,-0.173,0.093,-0.186,0.078,-0.277,0.067,-0.343,0.06
1879,2,-0.29,0.211,-0.203,0.092,-0.184,0.077,-0.277,0.066,-0.342,0.06
1879,3,-0.116,0.174,-0.23,0.092,-0.182,0.077,-0.276,0.066,-0.34,0.06
1879,4,-0.345,0.166,-0.236,0.09,-0.181,0.076,-0.277,0.066,-0.339,0.06
1879,5,-0.285,0.175,-0.259,0.09,-0.179,0.075,-0.279,0.066,-0.338,0.06
1879,6,-0.216,0.192,-0.289,0.092,-0.173,0.075,-0.28,0.066,-0.338,0.06
1879,7,-0.23,0.178,-0.312,0.09,-0.168,0.075,-0.282,0.066,-0.338,0.06
1879,8,-0.312,0.192,-0.331,0.091,-0.166,0.074,-0.285,0.066,-0.338,0.06
1879,9,-0.37,0.183,-0.345,0.093,-0.169,0.075,-0.287,0.065,-0.34,0.06
1879,10,-0.153,0.178,-0.345,0.095,-0.171,0.075,-0.289,0.065,-0.34,0.06
1879,11,-0.286,0.179,-0.341,0.097,-0.173,0.075,-0.29,0.065,-0.341,0.06
1879,12,-0.502,0.192,-0.349,0.099,-0.177,0.074,-0.291,0.065,-0.341,0.06
1880,1,-0.426,0.22,-0.354,0.1,-0.185,0.074,-0.293,0.065,-0.342,0.06
1880,2,-0.522,0.198,-0.346,0.103,-0.191,0.073,-0.293,0.065,-0.341,0.061
1880,3,-0.293,0.187,-0.352,0.103,-0.198,0.072,-0.293,0.065,-0.342,0.061
1880,4,-0.34,0.204,-0.369,0.108,-0.207,0.072,-0.294,0.065,-0.343,0.061
1880,5,-0.24,0.182,-0.362,0.111,-0.217,0.072,-0.295,0.065,-0.344,0.061
1880,6,-0.311,0.179,-0.341,0.112,-0.226,0.071,-0.298,0.064,-0.345,0.061
1880,7,-0.285,0.182,-0.314,0.114,-0.233,0.071,-0.299,0.064,-0.347,0.061
1880,8,-0.215,0.208,-0.291,0.114,-0.246,0.072,-0.3,0.064,-0.347,0.061
1880,9,-0.446,0.189,-0.277,0.111,-0.257,0.072,-0.301,0.063,-0.349,0.061
1880,10,-0.355,0.181,-0.253,0.107,-0.267,0.071,-0.302,0.063,-0.348,0.061
1880,11,-0.203,0.195,-0.241,0.107,-0.27,0.071,-0.3,0.063,-0.35,0.061
1880,12,-0.246,0.217,-0.248,0.106,-0.274,0.071,-0.298,0.064,-0.349,0.061
1881,1,-0.108,0.218,-0.241,0.107,-0.281,0.071,-0.3,0.064,-0.349,0.061
1881,2,-0.241,0.199,-0.241,0.105,-0.288,0.071,-0.303,0.064,-0.349,0.062
1881,3,-0.127,0.165,-0.232,0.104,-0.294,0.07,-0.305,0.064,-0.349,0.062
1881,4,-0.054,0.163,-0.227,0.101,-0.297,0.07,-0.306,0.063,-0.35,0.062
1881,5,-0.089,0.19,-0.246,0.098,-0.306,0.069,-0.304,0.063,-0.35,0.062
1881,6,-0.394,0.175,-0.246,0.096,-0.309,0.07,-0.305,0.063,-0.35,0.062
1881,7,-0.201,0.193,-0.232,0.096,-0.311,0.069,-0.306,0.062,-0.351,0.061
1881,8,-0.219,0.183,-0.216,0.094,-0.311,0.068,-0.307,0.062,-0.352,0.061
1881,9,-0.343,0.172,-0.218,0.095,-0.318,0.068,-0.308,0.062,-0.351,0.061
1881,10,-0.291,0.166,-0.24,0.096,-0.322,0.068,-0.309,0.062,-0.352,0.061
1881,11,-0.437,0.172,-0.257,0.092,-0.327,0.068,-0.309,0.061,-0.352,0.061
1881,12,-0.245,0.188,-0.257,0.091,-0.332,0.069,-0.308,0.061,-0.351,0.061
1882,1,0.061,0.195,-0.272,0.088,-0.338,0.068,-0.314,0.061,-0.35,0.061
1882,2,-0.042,0.181,-0.273,0.087,-0.342,0.068,-0.319,0.062,-0.349,0.061
1882,3,-0.152,0.163,-0.266,0.086,-0.344,0.068,-0.323,0.062,-0.349,0.061
1882,4,-0.325,0.159,-0.275,0.086,-0.35,0.068,-0.325,0.062,-0.35,0.061
1882,5,-0.287,0.162,-0.277,0.086,-0.356,0.068,-0.328,0.062,-0.351,0.061
1882,6,-0.393,0.147,-0.31,0.085,-0.355,0.068,-0.331,0.062,-0.351,0.061
1882,7,-0.384,0.166,-0.351,0.087,-0.36,0.068,-0.334,0.061,-0.353,0.061
1882,8,-0.236,0.176,-0.386,0.089,-0.36,0.068,-0.34,0.061,-0.354,0.061
1882,9,-0.255,0.159,-0.385,0.088,-0.362,0.068,-0.345,0.06,-0.355,0.061
1882,10,-0.395,0.16,-0.389,0.087,-0.365,0.067,-0.35,0.061,-0.355,0.061
1882,11,-0.462,0.193,-0.388,0.087,-0.37,0.066,-0.355,0.06,-0.356,0.061
1882,12,-0.641,0.179,-0.37,0.088,-0.376,0.065,-0.358,0.06,-0.356,0.061
1883,1,-0.428,0.189,-0.364,0.088,-0.378,0.064,-0.361,0.06,-0.358,0.061
1883,2,-0.47,0.201,-0.376,0.088,-0.382,0.064,-0.369,0.061,-0.361,0.061
1883,3,-0.142,0.152,-0.39,0.088,-0.382,0.063,-0.377,0.061,-0.361,0.061
1883,4,-0.364,0.16,-0.381,0.086,-0.382,0.062,-0.383,0.061,-0.36,0.06
1883,5,-0.279,0.167,-0.386,0.087,-0.386,0.062,-0.385,0.06,-0.361,0.06
1883,6,-0.178,0.147,-0.359,0.089,-0.385,0.062,-0.389,0.06,-0.361,0.06
1883,7,-0.314,0.184,-0.347,0.088,-0.394,0.061,-0.392,0.06,-0.361,0.06
1883,8,-0.382,0.19,-0.329,0.085,-0.402,0.061,-0.395,0.06,-0.361,0.06
1883,9,-0.419,0.16,-0.363,0.083,-0.411,0.061,-0.397,0.059,-0.361,0.06
1883,10,-0.283,0.149,-0.383,0.082,-0.418,0.061,-0.397,0.059,-0.361,0.06
1883,11,-0.525,0.16,-0.408,0.082,-0.422,0.061,-0.399,0.059,-0.361,0.059
1883,12,-0.317,0.176,-0.438,0.082,-0.424,0.06,-0.399,0.059,-0.362,0.059
1884,1,-0.282,0.179,-0.459,0.082,-0.426,0.059,-0.399,0.059,-0.364,0.059
1884,2,-0.262,0.158,-0.471,0.081,-0.431,0.059,-0.395,0.059,-0.364,0.059
1884,3,-0.548,0.164,-0.481,0.08,-0.434,0.058,-0.394,0.059,-0.363,0.059
1884,4,-0.597,0.15,-0.501,0.081,-0.437,0.058,-0.391,0.059,-0.364,0.059
1884,5,-0.582,0.167,-0.507,0.08,-0.439,0.058,-0.39,0.059,-0.364,0.059
1884,6,-0.533,0.149,-0.519,0.08,-0.442,0.059,-0.39,0.059,-0.364,0.059
1884,7,-0.574,0.168,-0.556,0.081,-0.46,0.059,-0.39,0.059,-0.364,0.059
1884,8,-0.527,0.175,-0.577,0.085,-0.472,0.06,-0.39,0.06,-0.365,0.059
1884,9,-0.541,0.162,-0.565,0.084,-0.478,0.06,-0.39,0.06,-0.366,0.059
1884,10,-0.513,0.154,-0.56,0.084,-0.479,0.06,-0.392,0.06,-0.365,0.059
1884,11,-0.603,0.158,-0.559,0.082,-0.482,0.06,-0.394,0.06,-0.365,0.059
1884,12,-0.457,0.168,-0.566,0.081,-0.484,0.059,-0.393,0.06,-0.365,0.059
1885,1,-0.722,0.206,-0.552,0.082,-0.484,0.059,-0.393,0.06,-0.365,0.059
1885,2,-0.518,0.211,-0.548,0.083,-0.489,0.06,-0.393,0.06,-0.366,0.059
1885,3,-0.407,0.144,-0.541,0.083,-0.492,0.06,-0.396,0.06,-0.365,0.059
1885,4,-0.541,0.164,-0.528,0.084,-0.493,0.06,-0.397,0.06,-0.365,0.059
1885,5,-0.561,0.152,-0.513,0.084,-0.493,0.06,-0.399,0.06,-0.365,0.059
1885,6,-0.619,0.147,-0.492,0.084,-0.49,0.06,-0.4,0.059,-0.365,0.059
1885,7,-0.414,0.161,-0.487,0.081,-0.49,0.06,-0.402,0.059,-0.365,0.059
1885,8,-0.469,0.175,-0.503,0.08,-0.491,0.06,-0.404,0.059,-0.365,0.058
1885,9,-0.465,0.157,-0.522,0.081,-0.497,0.06,-0.405,0.059,-0.365,0.058
1885,10,-0.348,0.152,-0.516,0.08,-0.499,0.06,-0.404,0.059,-0.365,0.058
1885,11,-0.427,0.156,-0.5,0.081,-0.5,0.06,-0.409,0.058,-0.363,0.058
1885,12,-0.211,0.161,-0.491,0.08,-0.503,0.06,-0.41,0.058,-0.362,0.058
1886,1,-0.652,0.168,-0.485,0.08,-0.503,0.06,-0.413,0.058,-0.362,0.059
1886,2,-0.71,0.166,-0.486,0.079,-0.501,0.06,-0.416,0.058,-0.362,0.058
1886,3,-0.641,0.147,-0.489,0.079,-0.5,0.06,-0.417,0.058,-0.362,0.059
1886,4,-0.471,0.151,-0.501,0.079,-0.497,0.06,-0.42,0.058,-0.363,0.059
1886,5,-0.361,0.159,-0.514,0.079,-0.492,0.06,-0.422,0.058,-0.361,0.059
1886,6,-0.519,0.136,-0.531,0.081,-0.489,0.06,-0.422,0.058,-0.36,0.059
1886,7,-0.333,0.159,-0.559,0.086,-0.487,0.06,-0.424,0.057,-0.36,0.058
1886,8,-0.48,0.173,-0.563,0.088,-0.48,0.061,-0.425,0.057,-0.359,0.058
1886,9,-0.513,0.153,-0.553,0.088,-0.471,0.06,-0.424,0.058,-0.358,0.058
1886,10,-0.482,0.157,-0.549,0.088,-0.461,0.061,-0.425,0.057,-0.357,0.058
1886,11,-0.593,0.166,-0.558,0.086,-0.454,0.06,-0.426,0.057,-0.356,0.058
1886,12,-0.415,0.183,-0.557,0.087,-0.448,0.06,-0.426,0.057,-0.354,0.058
1887,1,-0.977,0.215,-0.56,0.088,-0.441,0.061,-0.429,0.057,-0.354,0.058
1887,2,-0.76,0.18,-0.567,0.089,-0.438,0.061,-0.43,0.057,-0.354,0.058
1887,3,-0.522,0.147,-0.56,0.09,-0.436,0.061,-0.433,0.057,-0.356,0.058
1887,4,-0.428,0.145,-0.557,0.09,-0.433,0.061,-0.435,0.057,-0.355,0.058
1887,5,-0.47,0.154,-0.546,0.089,-0.432,0.061,-0.436,0.058,-0.355,0.058
1887,6,-0.5,0.145,-0.549,0.087,-0.43,0.061,-0.436,0.058,-0.355,0.058
1887,7,-0.379,0.16,-0.502,0.083,-0.427,0.061,-0.437,0.058,-0.356,0.058
1887,8,-0.556,0.181,-0.486,0.082,-0.426,0.061,-0.439,0.058,-0.358,0.057
1887,9,-0.434,0.154,-0.484,0.083,-0.429,0.062,-0.44,0.058,-0.359,0.057
1887,10,-0.45,0.152,-0.485,0.083,-0.428,0.062,-0.439,0.058,-0.361,0.057
1887,11,-0.456,0.144,-0.477,0.083,-0.427,0.062,-0.441,0.058,-0.363,0.057
1887,12,-0.454,0.161,-0.465,0.084,-0.425,0.063,-0.44,0.058,-0.364,0.057
1888,1,-0.405,0.177,-0.457,0.084,-0.425,0.063,-0.444,0.059,-0.364,0.057
1888,2,-0.57,0.176,-0.436,0.084,-0.426,0.064,-0.445,0.058,-0.368,0.057
1888,3,-0.502,0.149,-0.429,0.084,-0.427,0.064,-0.447,0.059,-0.373,0.058
1888,4,-0.436,0.156,-0.401,0.084,-0.427,0.064,-0.447,0.059,-0.376,0.058
1888,5,-0.381,0.157,-0.378,0.084,-0.431,0.064,-0.449,0.059,-0.377,0.057
1888,6,-0.354,0.16,-0.355,0.083,-0.434,0.063,-0.45,0.059,-0.378,0.057
1888,7,-0.276,0.162,-0.335,0.084,-0.432,0.063,-0.449,0.059,-0.38,0.057
1888,8,-0.303,0.174,-0.274,0.082,-0.43,0.064,-0.448,0.059,-0.382,0.057
1888,9,-0.358,0.149,-0.231,0.08,-0.424,0.064,-0.448,0.059,-0.384,0.057
1888,10,-0.108,0.148,-0.193,0.08,-0.423,0.064,-0.448,0.059,-0.385,0.057
1888,11,-0.181,0.153,-0.174,0.082,-0.422,0.064,-0.447,0.059,-0.387,0.057
1888,12,-0.175,0.154,-0.161,0.081,-0.42,0.064,-0.448,0.059,-0.389,0.057
1889,1,-0.167,0.181,-0.153,0.082,-0.421,0.065,-0.45,0.059,-0.389,0.057
1889,2,0.164,0.166,-0.155,0.083,-0.419,0.065,-0.452,0.06,-0.39,0.057
1889,3,0.007,0.141,-0.159,0.085,-0.415,0.066,-0.451,0.06,-0.391,0.057
1889,4,0.026,0.153,-0.177,0.084,-0.414,0.066,-0.45,0.06,-0.391,0.057
1889,5,-0.159,0.168,-0.208,0.085,-0.413,0.066,-0.449,0.06,-0.391,0.057
1889,6,-0.197,0.142,-0.225,0.086,-0.409,0.065,-0.449,0.06,-0.392,0.057
1889,7,-0.182,0.186,-0.252,0.087,-0.398,0.064,-0.446,0.06,-0.392,0.057
1889,8,-0.32,0.18,-0.305,0.087,-0.389,0.064,-0.445,0.06,-0.391,0.057
1889,9,-0.407,0.156,-0.357,0.089,-0.388,0.064,-0.444,0.06,-0.39,0.057
1889,10,-0.323,0.151,-0.397,0.09,-0.39,0.064,-0.442,0.06,-0.39,0.057
1889,11,-0.551,0.158,-0.428,0.092,-0.39,0.065,-0.44,0.06,-0.389,0.057
1889,12,-0.381,0.161,-0.45,0.092,-0.387,0.065,-0.439,0.06,-0.388,0.056
1890,1,-0.49,0.176,-0.472,0.091,-0.39,0.065,-0.438,0.06,-0.388,0.057
1890,2,-0.48,0.165,-0.487,0.091,-0.388,0.065,-0.438,0.059,-0.386,0.056
1890,3,-0.613,0.176,-0.497,0.093,-0.387,0.065,-0.438,0.06,-0.384,0.056
1890,4,-0.461,0.149,-0.498,0.095,-0.384,0.066,-0.436,0.06,-0.384,0.056
1890,5,-0.519,0.16,-0.51,0.094,-0.389,0.066,-0.435,0.06,-0.383,0.056
1890,6,-0.472,0.144,-0.512,0.092,-0.389,0.066,-0.433,0.06,-0.382,0.056
1890,7,-0.445,0.169,-0.513,0.091,-0.398,0.066,-0.431,0.06,-0.382,0.056
1890,8,-0.501,0.18,-0.525,0.091,-0.399,0.066,-0.43,0.06,-0.382,0.056
1890,9,-0.525,0.169,-0.495,0.089,-0.396,0.066,-0.429,0.06,-0.381,0.056
1890,10,-0.335,0.15,-0.491,0.088,-0.396,0.066,-0.428,0.06,-0.379,0.055
1890,11,-0.694,0.152,-0.473,0.089,-0.397,0.067,-0.427,0.06,-0.379,0.055
1890,12,-0.404,0.148,-0.466,0.089,-0.397,0.067,-0.427,0.06,-0.379,0.055
1891,1,-0.497,0.176,-0.462,0.09,-0.396,0.067,-0.424,0.06,-0.38,0.055
1891,2,-0.625,0.174,-0.449,0.09,-0.395,0.067,-0.421,0.06,-0.379,0.055
1891,3,-0.259,0.154,-0.43,0.09,-0.396,0.068,-0.419,0.06,-0.379,0.055
1891,4,-0.412,0.148,-0.435,0.09,-0.399,0.068,-0.419,0.061,-0.379,0.055
1891,5,-0.295,0.165,-0.425,0.091,-0.402,0.068,-0.419,0.061,-0.379,0.054
1891,6,-0.396,0.145,-0.405,0.093,-0.407,0.068,-0.416,0.061,-0.379,0.054
1891,7,-0.395,0.173,-0.389,0.093,-0.413,0.068,-0.414,0.061,-0.379,0.054
1891,8,-0.34,0.184,-0.355,0.092,-0.424,0.068,-0.411,0.061,-0.379,0.054
1891,9,-0.302,0.164,-0.372,0.092,-0.431,0.069,-0.409,0.061,-0.379,0.054
1891,10,-0.397,0.146,-0.383,0.092,-0.44,0.068,-0.405,0.061,-0.379,0.054
1891,11,-0.566,0.15,-0.397,0.091,-0.445,0.068,-0.402,0.061,-0.378,0.054
1891,12,-0.174,0.161,-0.394,0.09,-0.449,0.068,-0.4,0.061,-0.379,0.054
1892,1,-0.297,0.171,-0.406,0.09,-0.451,0.068,-0.393,0.061,-0.38,0.054
1892,2,-0.224,0.155,-0.416,0.089,-0.452,0.068,-0.39,0.061,-0.38,0.054
1892,3,-0.465,0.152,-0.422,0.088,-0.452,0.067,-0.388,0.061,-0.381,0.054
1892,4,-0.538,0.148,-0.409,0.088,-0.451,0.068,-0.385,0.061,-0.382,0.054
1892,5,-0.464,0.159,-0.424,0.088,-0.449,0.068,-0.382,0.061,-0.382,0.054
1892,6,-0.354,0.146,-0.451,0.089,-0.448,0.068,-0.379,0.061,-0.382,0.054
1892,7,-0.545,0.172,-0.502,0.089,-0.449,0.067,-0.377,0.061,-0.381,0.054
1892,8,-0.457,0.184,-0.538,0.09,-0.449,0.067,-0.375,0.061,-0.382,0.054
1892,9,-0.376,0.156,-0.526,0.09,-0.447,0.066,-0.373,0.061,-0.382,0.054
1892,10,-0.241,0.148,-0.515,0.09,-0.445,0.066,-0.371,0.061,-0.382,0.054
1892,11,-0.745,0.142,-0.512,0.09,-0.443,0.066,-0.371,0.062,-0.382,0.054
1892,12,-0.495,0.161,-0.511,0.09,-0.44,0.066,-0.369,0.061,-0.382,0.054
1893,1,-0.912,0.173,-0.484,0.09,-0.437,0.066,-0.367,0.061,-0.381,0.054
1893,2,-0.655,0.157,-0.471,0.09,-0.434,0.066,-0.367,0.061,-0.38,0.054
1893,3,-0.33,0.144,-0.473,0.091,-0.431,0.065,-0.368,0.061,-0.381,0.054
1893,4,-0.398,0.139,-0.476,0.091,-0.43,0.065,-0.368,0.062,-0.381,0.054
1893,5,-0.434,0.162,-0.444,0.091,-0.422,0.066,-0.369,0.062,-0.382,0.054
1893,6,-0.342,0.15,-0.44,0.09,-0.419,0.066,-0.368,0.061,-0.383,0.054
1893,7,-0.218,0.176,-0.413,0.089,-0.415,0.066,-0.369,0.062,-0.384,0.054
1893,8,-0.299,0.18,-0.398,0.088,-0.411,0.066,-0.369,0.062,-0.385,0.054
1893,9,-0.398,0.155,-0.402,0.088,-0.414,0.066,-0.37,0.062,-0.386,0.053
1893,10,-0.28,0.147,-0.415,0.088,-0.416,0.066,-0.373,0.062,-0.387,0.053
1893,11,-0.364,0.142,-0.414,0.087,-0.415,0.066,-0.376,0.062,-0.387,0.053
1893,12,-0.449,0.148,-0.425,0.086,-0.412,0.066,-0.378,0.061,-0.388,0.053
1894,1,-0.579,0.154,-0.433,0.086,-0.407,0.066,-0.379,0.061,-0.39,0.053
1894,2,-0.475,0.149,-0.436,0.086,-0.404,0.066,-0.385,0.061,-0.391,0.053
1894,3,-0.381,0.151,-0.438,0.084,-0.402,0.066,-0.388,0.061,-0.391,0.053
1894,4,-0.557,0.145,-0.435,0.084,-0.396,0.066,-0.391,0.061,-0.391,0.054
1894,5,-0.419,0.162,-0.441,0.083,-0.392,0.066,-0.392,0.061,-0.39,0.053
1894,6,-0.474,0.153,-0.433,0.084,-0.391,0.066,-0.393,0.061,-0.39,0.053
1894,7,-0.312,0.173,-0.428,0.084,-0.389,0.066,-0.394,0.06,-0.39,0.053
1894,8,-0.341,0.175,-0.432,0.085,-0.391,0.066,-0.393,0.06,-0.39,0.054
1894,9,-0.417,0.147,-0.438,0.085,-0.388,0.066,-0.39,0.06,-0.39,0.054
1894,10,-0.248,0.146,-0.419,0.086,-0.38,0.066,-0.388,0.06,-0.39,0.054
1894,11,-0.429,0.136,-0.417,0.087,-0.373,0.066,-0.384,0.06,-0.389,0.054
1894,12,-0.36,0.148,-0.405,0.086,-0.37,0.066,-0.383,0.06,-0.388,0.054
1895,1,-0.516,0.145,-0.401,0.087,-0.365,0.066,-0.382,0.06,-0.386,0.054
1895,2,-0.523,0.146,-0.397,0.087,-0.361,0.066,-0.379,0.059,-0.387,0.053
1895,3,-0.453,0.151,-0.392,0.089,-0.359,0.066,-0.373,0.059,-0.387,0.053
1895,4,-0.334,0.162,-0.393,0.089,-0.359,0.066,-0.371,0.059,-0.386,0.053
1895,5,-0.395,0.171,-0.379,0.089,-0.353,0.067,-0.367,0.059,-0.385,0.053
1895,6,-0.326,0.144,-0.367,0.089,-0.349,0.066,-0.364,0.059,-0.384,0.053
1895,7,-0.258,0.18,-0.345,0.089,-0.337,0.066,-0.362,0.059,-0.383,0.053
1895,8,-0.3,0.175,-0.33,0.09,-0.335,0.066,-0.359,0.059,-0.383,0.053
1895,9,-0.353,0.158,-0.331,0.09,-0.34,0.066,-0.357,0.059,-0.382,0.053
1895,10,-0.257,0.147,-0.346,0.09,-0.34,0.066,-0.354,0.059,-0.382,0.053
1895,11,-0.265,0.141,-0.337,0.089,-0.341,0.067,-0.35,0.059,-0.381,0.053
1895,12,-0.215,0.149,-0.324,0.09,-0.34,0.066,-0.348,0.059,-0.381,0.053
1896,1,-0.259,0.148,-0.312,0.091,-0.342,0.066,-0.347,0.059,-0.38,0.053
1896,2,-0.341,0.148,-0.299,0.091,-0.343,0.066,-0.342,0.058,-0.379,0.053
1896,3,-0.466,0.141,-0.286,0.091,-0.344,0.066,-0.341,0.058,-0.377,0.053
1896,4,-0.512,0.151,-0.269,0.09,-0.347,0.066,-0.338,0.058,-0.375,0.053
1896,5,-0.284,0.163,-0.27,0.09,-0.35,0.065,-0.337,0.058,-0.375,0.053
1896,6,-0.166,0.152,-0.263,0.092,-0.35,0.065,-0.335,0.058,-0.374,0.053
1896,7,-0.121,0.171,-0.257,0.093,-0.344,0.065,-0.334,0.058,-0.374,0.053
1896,8,-0.14,0.18,-0.255,0.092,-0.345,0.065,-0.333,0.058,-0.373,0.053
1896,9,-0.197,0.164,-0.242,0.093,-0.346,0.065,-0.333,0.058,-0.372,0.053
1896,10,-0.059,0.134,-0.207,0.091,-0.341,0.064,-0.332,0.058,-0.371,0.053
1896,11,-0.278,0.142,-0.187,0.09,-0.338,0.064,-0.33,0.058,-0.37,0.052
1896,12,-0.121,0.161,-0.188,0.088,-0.337,0.064,-0.331,0.057,-0.369,0.052
1897,1,-0.194,0.154,-0.194,0.088,-0.337,0.064,-0.331,0.057,-0.367,0.052
1897,2,-0.317,0.137,-0.201,0.088,-0.333,0.064,-0.331,0.057,-0.367,0.052
1897,3,-0.314,0.152,-0.207,0.089,-0.329,0.064,-0.33,0.057,-0.366,0.052
1897,4,-0.086,0.148,-0.222,0.092,-0.326,0.063,-0.328,0.057,-0.366,0.052
1897,5,-0.044,0.156,-0.229,0.092,-0.319,0.063,-0.328,0.057,-0.366,0.052
1897,6,-0.174,0.138,-0.242,0.089,-0.318,0.063,-0.328,0.057,-0.366,0.052
1897,7,-0.196,0.171,-0.24,0.088,-0.316,0.063,-0.326,0.057,-0.366,0.052
1897,8,-0.222,0.175,-0.258,0.088,-0.308,0.063,-0.325,0.057,-0.366,0.052
1897,9,-0.272,0.165,-0.286,0.088,-0.3,0.063,-0.324,0.057,-0.366,0.052
1897,10,-0.238,0.164,-0.315,0.09,-0.297,0.063,-0.325,0.057,-0.365,0.052
1897,11,-0.365,0.139,-0.35,0.09,-0.291,0.062,-0.324,0.057,-0.365,0.052
1897,12,-0.273,0.135,-0.358,0.089,-0.288,0.062,-0.324,0.057,-0.365,0.052
1898,1,-0.17,0.151,-0.372,0.088,-0.287,0.062,-0.319,0.057,-0.366,0.052
1898,2,-0.532,0.14,-0.384,0.088,-0.285,0.063,-0.315,0.057,-0.365,0.052
1898,3,-0.65,0.146,-0.395,0.086,-0.282,0.063,-0.315,0.056,-0.365,0.052
1898,4,-0.432,0.16,-0.416,0.083,-0.278,0.062,-0.315,0.056,-0.366,0.052
1898,5,-0.472,0.156,-0.432,0.082,-0.278,0.062,-0.315,0.056,-0.365,0.052
1898,6,-0.271,0.138,-0.444,0.082,-0.277,0.062,-0.317,0.056,-0.365,0.052
